.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_482.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_482.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_482.jpg,0,0,0,6.144484E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_553.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_553.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_553.jpg,0,0,0,5.247522E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_622.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_622.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_622.jpg,0,0,0,5.579573E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_693.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_693.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_693.jpg,0,0,0,5.579841E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_764.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_764.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_764.jpg,0,0,0,5.447837E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_833.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_833.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_833.jpg,0,0,0,4.456462E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_901.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_901.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_901.jpg,0,0,0,2.676121E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_21_968.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_21_968.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_21_968.jpg,0,0,0,3.821016E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_039.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_039.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_039.jpg,0,0,0,4.417466E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_108.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_108.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_108.jpg,0,0,0,5.213588E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_179.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_179.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_179.jpg,0,0,0,5.744731E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_248.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_248.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_248.jpg,0,0,0,1.425336E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_315.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_315.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_315.jpg,0,0,0,5.645131E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_385.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_385.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_385.jpg,0,0,0,5.777962E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_454.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_454.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_454.jpg,0,0,0,6.076752E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_521.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_521.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_521.jpg,0,0,0,1.518536E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_592.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_592.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_592.jpg,0,0,0,5.511311E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_661.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_661.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_661.jpg,0,0,0,5.51197E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_732.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_732.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_732.jpg,0,0,0,1.943152E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_800.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_800.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_800.jpg,0,0,0,3.117212E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_870.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_870.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_870.jpg,0,0,0,5.445271E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_22_939.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_22_939.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_22_939.jpg,0,0,0,3.179133E-07
.\data\t1_backwards\IMG\center_2017_07_24_22_24_23_011.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_23_011.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_23_011.jpg,0,0,0,4.449617E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_23_082.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_23_082.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_23_082.jpg,0,0,0,2.644577E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_23_152.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_23_152.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_23_152.jpg,0,0,0,1.28789E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_23_223.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_23_223.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_23_223.jpg,0,0,0,2.836482E-06
.\data\t1_backwards\IMG\center_2017_07_24_22_24_23_293.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_23_293.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_23_293.jpg,0,0.08946995,0,0.006063805
.\data\t1_backwards\IMG\center_2017_07_24_22_24_23_365.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_23_365.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_23_365.jpg,0,0.3319304,0,0.2276096
.\data\t1_backwards\IMG\center_2017_07_24_22_24_23_433.jpg,.\data\t1_backwards\IMG\left_2017_07_24_22_24_23_433.jpg,.\data\t1_backwards\IMG\right_2017_07_24_22_24_23_433.jpg,0,0.5187261,0,0.6018569
